Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Gears,City_Hwy_Consumption_Ratio,Engine_Size_per_Cylinder,CO2_per_L100km,Vehicle_Size_Group,Fuel_Type_Label
LEXUS,IS 350 AWD,COMPACT,3.5,6,AS,Z,12.6,9.2,11.0,26,258,6,1.37,0.583,23.45,Compact/Small,Premium Gasoline
LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS,Z,15.1,10.3,12.9,22,303,8,1.466,0.575,23.49,Mid-size,Premium Gasoline
LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS,Z,15.1,10.3,12.9,22,303,8,1.466,0.575,23.49,Mid-size,Premium Gasoline
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS,Z,18.2,13.0,15.8,18,372,8,1.4,0.712,23.54,SUV,Premium Gasoline
LEXUS,NX 200t AWD,SUV - SMALL,2.0,4,AS,Z,10.7,8.5,9.7,29,226,6,1.259,0.5,23.3,SUV,Premium Gasoline
LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2.0,4,AS,Z,10.8,8.9,9.9,29,232,6,1.213,0.5,23.43,SUV,Premium Gasoline
LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV,X,7.2,7.9,7.5,38,176,6,0.911,0.625,23.47,SUV,Regular Gasoline
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS,Z,12.6,9.2,11.0,26,258,6,1.37,0.583,23.45,Compact/Small,Premium Gasoline
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS,Z,12.6,9.2,11.0,26,258,6,1.37,0.583,23.45,Compact/Small,Premium Gasoline
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS,X,12.2,9.0,10.8,26,252,8,1.356,0.583,23.33,SUV,Regular Gasoline
LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,AV,Z,7.5,8.4,7.9,36,185,6,0.893,0.583,23.42,SUV,Premium Gasoline
LINCOLN,CONTINENTAL AWD,FULL-SIZE,2.7,6,AS,X,14.0,9.5,12.0,24,281,6,1.474,0.45,23.42,Mid-size,Regular Gasoline
LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.0,6,AS,X,14.4,9.7,12.3,23,288,6,1.485,0.5,23.41,Mid-size,Regular Gasoline
LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.7,6,AS,X,14.3,9.7,12.2,23,287,6,1.474,0.617,23.52,Mid-size,Regular Gasoline
LINCOLN,MKC AWD,SUV - SMALL,2.0,4,AS,X,12.3,9.3,10.9,26,256,6,1.323,0.5,23.49,SUV,Regular Gasoline
LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2.0,4,AS,X,12.1,9.3,10.8,26,254,6,1.301,0.5,23.52,SUV,Regular Gasoline
LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS,X,13.1,9.4,11.4,25,268,6,1.394,0.575,23.51,SUV,Regular Gasoline
LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS,X,15.7,11.2,13.7,21,321,6,1.402,0.583,23.43,SUV,Regular Gasoline
LINCOLN,MKX AWD,SUV - SMALL,2.7,6,AS,X,14.1,9.8,12.1,23,284,6,1.439,0.45,23.47,SUV,Regular Gasoline
LINCOLN,MKZ,MID-SIZE,2.0,4,AS,X,11.2,7.6,9.8,29,230,6,1.474,0.5,23.47,Mid-size,Regular Gasoline
LINCOLN,MKZ,MID-SIZE,3.0,6,AS,X,13.4,8.7,11.2,25,264,6,1.54,0.5,23.57,Mid-size,Regular Gasoline
LINCOLN,MKZ AWD,MID-SIZE,2.0,4,AS,X,11.8,8.4,10.2,28,239,6,1.405,0.5,23.43,Mid-size,Regular Gasoline
LINCOLN,MKZ AWD,MID-SIZE,3.0,6,AS,X,14.0,9.2,11.8,24,278,6,1.522,0.5,23.56,Mid-size,Regular Gasoline
LINCOLN,MKZ HYBRID,MID-SIZE,2.0,4,AV,X,5.7,6.2,5.9,48,139,,0.919,0.5,23.56,Mid-size,Regular Gasoline
LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS,X,15.9,12.0,14.2,20,333,6,1.325,0.583,23.45,SUV,Regular Gasoline
LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,AS,X,16.1,12.4,14.5,19,339,6,1.298,0.583,23.38,SUV,Regular Gasoline
MASERATI,GHIBLI,MID-SIZE,3.0,6,AS,Z,14.1,9.8,12.4,23,286,8,1.439,0.5,23.06,Mid-size,Premium Gasoline
MASERATI,GHIBLI S,MID-SIZE,3.0,6,AS,Z,14.7,10.0,12.4,23,293,8,1.47,0.5,23.63,Mid-size,Premium Gasoline
MASERATI,GHIBLI SQ4,MID-SIZE,3.0,6,AS,Z,14.7,9.9,12.6,22,295,8,1.485,0.5,23.41,Mid-size,Premium Gasoline
MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS,Z,18.2,11.4,15.1,19,355,6,1.596,0.588,23.51,Compact/Small,Premium Gasoline
MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS,Z,18.2,11.6,15.2,19,358,6,1.569,0.588,23.55,Compact/Small,Premium Gasoline
MASERATI,LEVANTE,SUV - STANDARD,3.0,6,AS,Z,16.8,11.9,14.7,19,340,8,1.412,0.5,23.13,SUV,Premium Gasoline
MASERATI,LEVANTE S,SUV - STANDARD,3.0,6,AS,Z,16.8,12.4,14.7,19,346,8,1.355,0.5,23.54,SUV,Premium Gasoline
MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS,Z,16.1,10.8,13.8,20,321,8,1.491,0.475,23.26,Mid-size,Premium Gasoline
MASERATI,QUATTROPORTE S,FULL-SIZE,3.0,6,AS,Z,14.9,10.3,13.1,22,300,8,1.447,0.5,22.9,Mid-size,Premium Gasoline
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6,AS,Z,15.0,10.3,13.1,22,301,8,1.456,0.5,22.98,Mid-size,Premium Gasoline
MAZDA,CX-3,COMPACT,2.0,4,AS,X,8.2,6.9,7.6,37,179,6,1.188,0.5,23.55,Compact/Small,Regular Gasoline
MAZDA,CX-3 4WD,COMPACT,2.0,4,AS,X,8.8,7.5,8.2,34,192,6,1.173,0.5,23.41,Compact/Small,Regular Gasoline
MAZDA,CX-5,SUV - SMALL,2.0,4,M,X,9.4,7.4,8.5,33,199,6,1.27,0.5,23.41,SUV,Regular Gasoline
MAZDA,CX-5,SUV - SMALL,2.5,4,AS,X,9.8,7.7,8.6,33,204,6,1.273,0.625,23.72,SUV,Regular Gasoline
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS,X,10.2,8.3,9.2,31,221,6,1.229,0.625,24.02,SUV,Regular Gasoline
MAZDA,CX-9,SUV - SMALL,2.5,4,AS,X,10.6,8.4,9.6,29,225,6,1.262,0.625,23.44,SUV,Regular Gasoline
MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,AS,X,11.5,8.9,10.4,27,242,6,1.292,0.625,23.27,SUV,Regular Gasoline
MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,AS,X,8.4,6.4,7.5,38,176,6,1.312,0.5,23.47,Compact/Small,Regular Gasoline
MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,M,X,8.5,6.2,7.5,38,175,6,1.371,0.5,23.33,Compact/Small,Regular Gasoline
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4,M,X,8.5,6.2,7.5,38,175,6,1.371,0.5,23.33,Compact/Small,Regular Gasoline
MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS,X,8.8,6.6,7.8,36,182,6,1.333,0.625,23.33,Compact/Small,Regular Gasoline
MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS,X,8.5,6.4,7.6,37,176,6,1.328,0.625,23.16,Compact/Small,Regular Gasoline
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M,X,9.3,6.9,8.2,34,194,6,1.348,0.625,23.66,Compact/Small,Regular Gasoline
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,AS,X,8.4,6.4,7.5,38,174,6,1.312,0.5,23.2,Mid-size,Regular Gasoline
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4,M,X,8.6,6.4,7.6,37,178,6,1.344,0.5,23.42,Mid-size,Regular Gasoline
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS,X,9.0,6.7,7.8,36,183,6,1.343,0.625,23.46,Mid-size,Regular Gasoline
MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS,X,8.7,6.6,7.8,36,181,6,1.318,0.625,23.21,Mid-size,Regular Gasoline
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M,X,9.6,7.0,8.4,34,198,6,1.371,0.625,23.57,Mid-size,Regular Gasoline
MAZDA,MAZDA5,MINIVAN,2.5,4,AS,X,10.8,8.2,9.6,29,226,5,1.317,0.625,23.54,Truck/Van,Regular Gasoline
MAZDA,MAZDA5,MINIVAN,2.5,4,M,X,11.1,8.3,9.8,29,230,6,1.337,0.625,23.47,Truck/Van,Regular Gasoline
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS,X,9.1,6.7,8.0,35,187,6,1.358,0.625,23.38,Mid-size,Regular Gasoline
MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,AS,X,8.9,6.7,7.9,36,186,6,1.328,0.625,23.54,Mid-size,Regular Gasoline
MAZDA,MAZDA6 (SIL),MID-SIZE,2.5,4,M,X,9.8,6.9,8.4,34,196,6,1.42,0.625,23.33,Mid-size,Regular Gasoline
MAZDA,MX-5,TWO-SEATER,2.0,4,AS,Z,9.0,6.7,8.0,35,187,6,1.343,0.5,23.38,Compact/Small,Premium Gasoline
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M,Z,8.9,7.1,8.1,35,190,6,1.254,0.5,23.46,Compact/Small,Premium Gasoline
MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8,AS,Z,13.4,9.6,11.7,24,273,7,1.396,0.5,23.33,Compact/Small,Premium Gasoline
MERCEDES-BENZ,AMG C 63 CABRIOLET,SUBCOMPACT,4.0,8,AS,Z,14.0,10.1,12.2,23,291,7,1.386,0.5,23.85,Compact/Small,Premium Gasoline
MERCEDES-BENZ,AMG C 63 COUPE,SUBCOMPACT,4.0,8,AS,Z,13.8,10.1,12.1,23,285,7,1.366,0.5,23.55,Compact/Small,Premium Gasoline
MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8,AS,Z,13.4,9.6,11.7,24,273,7,1.396,0.5,23.33,Compact/Small,Premium Gasoline
MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,4.0,8,AS,Z,14.0,10.1,12.2,23,291,7,1.386,0.5,23.85,Compact/Small,Premium Gasoline
MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,4.0,8,AS,Z,13.8,10.1,12.1,23,285,7,1.366,0.5,23.55,Compact/Small,Premium Gasoline
MERCEDES-BENZ,AMG CLA 45,COMPACT,2.0,4,AS,Z,10.7,7.6,9.3,30,221,7,1.408,0.5,23.76,Compact/Small,Premium Gasoline
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8,AS,Z,20.0,16.6,18.5,15,413,7,1.205,0.688,22.32,SUV,Premium Gasoline
MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6.0,12,AS,Z,22.2,18.0,20.3,14,467,7,1.233,0.5,23.0,SUV,Premium Gasoline
MERCEDES-BENZ,AMG GLA 45 4MATIC,SUV - SMALL,2.0,4,AS,Z,11.3,8.5,10.0,28,233,7,1.329,0.5,23.3,SUV,Premium Gasoline
MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,3.0,6,A,Z,17.4,11.1,14.6,19,353,9,1.568,0.5,24.18,SUV,Premium Gasoline
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6,A,Z,13.6,10.1,12.0,24,281,9,1.347,0.5,23.42,SUV,Premium Gasoline
MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,SUV - STANDARD,3.0,6,A,Z,13.6,10.2,12.0,24,281,9,1.333,0.5,23.42,SUV,Premium Gasoline
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,AS,Z,17.3,13.5,15.6,18,363,7,1.281,0.688,23.27,SUV,Premium Gasoline
MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8,AS,Z,17.2,12.8,15.2,19,363,7,1.344,0.688,23.88,SUV,Premium Gasoline
MERCEDES-BENZ,AMG GLS 63,SUV - STANDARD,5.5,8,AS,Z,18.2,14.0,16.3,17,369,7,1.3,0.688,22.64,SUV,Premium Gasoline
MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4.0,8,AS,Z,14.5,10.8,12.8,22,303,7,1.343,0.5,23.67,Compact/Small,Premium Gasoline
MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4.0,8,AS,Z,14.5,10.8,12.8,22,303,7,1.343,0.5,23.67,Compact/Small,Premium Gasoline
MERCEDES-BENZ,AMG S 63 4MATIC,FULL-SIZE,5.5,8,AS,Z,15.7,10.1,13.2,21,313,7,1.554,0.688,23.71,Mid-size,Premium Gasoline
MERCEDES-BENZ,AMG S 63 CABRIOLET,COMPACT,5.5,8,AS,Z,16.4,10.6,13.8,20,322,7,1.547,0.688,23.33,Compact/Small,Premium Gasoline
MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,AS,Z,15.3,10.2,13.0,22,305,7,1.5,0.688,23.46,Compact/Small,Premium Gasoline
MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12,AS,Z,17.6,10.9,14.6,19,349,7,1.615,0.5,23.9,Mid-size,Premium Gasoline
MERCEDES-BENZ,AMG S 65 CABRIOLET,COMPACT,6.0,12,AS,Z,17.1,11.0,14.3,20,348,7,1.555,0.5,24.34,Compact/Small,Premium Gasoline
MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,6.0,12,AS,Z,18.7,11.6,15.5,18,365,7,1.612,0.5,23.55,Compact/Small,Premium Gasoline
MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6.0,12,AS,Z,17.6,10.8,14.5,19,340,7,1.63,0.5,23.45,Compact/Small,Premium Gasoline
MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3.0,6,A,Z,11.6,8.2,10.1,28,234,9,1.415,0.5,23.17,Compact/Small,Premium Gasoline
MERCEDES-BENZ,B 250,MID-SIZE,2.0,4,AS,Z,9.7,6.6,8.3,34,179,7,1.47,0.5,21.57,Mid-size,Premium Gasoline
MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2.0,4,A,Z,10.8,8.0,9.5,30,222,9,1.35,0.5,23.37,Compact/Small,Premium Gasoline
MERCEDES-BENZ,C 300 4MATIC COUPE,SUBCOMPACT,2.0,4,AS,Z,10.4,8.0,9.3,30,218,7,1.3,0.5,23.44,Compact/Small,Premium Gasoline
MERCEDES-BENZ,CLA 250,COMPACT,2.0,4,AS,Z,9.6,6.4,8.1,35,190,7,1.5,0.5,23.46,Compact/Small,Premium Gasoline
MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,A,Z,13.6,9.4,11.7,24,275,9,1.447,0.588,23.5,Compact/Small,Premium Gasoline
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2.0,4,A,Z,10.8,8.1,9.5,30,246,9,1.333,0.5,25.89,Mid-size,Premium Gasoline
MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6,A,Z,11.8,8.6,10.4,27,245,9,1.372,0.5,23.56,Mid-size,Premium Gasoline
MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3.0,6,A,Z,12.4,9.3,11.0,26,259,9,1.333,0.5,23.55,Mid-size,Premium Gasoline
MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,3.0,6,AS,Z,11.8,8.4,10.2,28,239,7,1.405,0.5,23.43,Compact/Small,Premium Gasoline
MERCEDES-BENZ,G 550,SUV - STANDARD,4.0,8,AS,Z,19.0,16.6,17.9,16,401,7,1.145,0.5,22.4,SUV,Premium Gasoline
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AS,Z,10.3,7.6,9.1,31,212,7,1.355,0.5,23.3,SUV,Premium Gasoline
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AS,E,13.6,10.0,12.0,24,128,7,1.36,0.5,10.67,SUV,Ethanol (E85)
MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2.0,4,A,Z,11.1,8.5,10.0,28,233,9,1.306,0.5,23.3,SUV,Premium Gasoline
MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3.0,6,A,Z,13.1,10.1,11.7,24,276,9,1.297,0.5,23.59,SUV,Premium Gasoline
MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8,A,Z,15.3,11.3,13.5,21,318,9,1.354,0.588,23.56,SUV,Premium Gasoline
MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3.0,6,A,Z,14.4,11.4,13.0,22,306,9,1.263,0.5,23.54,SUV,Premium Gasoline
MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8,A,Z,16.7,12.9,15.0,19,347,9,1.295,0.588,23.13,SUV,Premium Gasoline
MERCEDES-BENZ,MAYBACH S 600,FULL-SIZE,6.0,12,AS,Z,18.2,11.0,15.0,19,359,7,1.655,0.5,23.93,Mid-size,Premium Gasoline
MERCEDES-BENZ,METRIS CARGO,SPECIAL PURPOSE VEHICLE,2.0,4,AS,Z,11.1,9.1,10.2,28,240,7,1.22,0.5,23.53,Other,Premium Gasoline
MERCEDES-BENZ,METRIS PASSENGER,SPECIAL PURPOSE VEHICLE,2.0,4,AS,Z,11.5,9.3,10.5,27,248,7,1.237,0.5,23.62,Other,Premium Gasoline
MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8,A,Z,14.3,9.2,12.0,24,280,9,1.554,0.588,23.33,Mid-size,Premium Gasoline
MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,A,Z,14.3,9.2,12.0,24,280,9,1.554,0.588,23.33,Mid-size,Premium Gasoline
MERCEDES-BENZ,S 550 4MATIC CABRIOLET,COMPACT,4.7,8,A,Z,13.9,9.3,11.8,24,276,9,1.495,0.588,23.39,Compact/Small,Premium Gasoline
MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,A,Z,14.1,9.3,11.9,24,278,9,1.516,0.588,23.36,Compact/Small,Premium Gasoline
MERCEDES-BENZ,S 600,FULL-SIZE,6.0,12,AS,Z,17.5,10.8,14.5,19,350,7,1.62,0.5,24.14,Mid-size,Premium Gasoline
MERCEDES-BENZ,SL 450,TWO-SEATER,3.0,6,A,Z,11.5,8.4,10.1,28,237,9,1.369,0.5,23.47,Compact/Small,Premium Gasoline
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A,Z,13.6,9.5,11.7,24,275,9,1.432,0.588,23.5,Compact/Small,Premium Gasoline
MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4,A,Z,9.5,7.2,8.5,33,200,9,1.319,0.5,23.53,Compact/Small,Premium Gasoline
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,AS,Z,8.8,6.8,7.9,36,184,6,1.294,0.5,23.29,Compact/Small,Premium Gasoline
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,M,Z,8.5,6.2,7.5,38,175,6,1.371,0.5,23.33,Compact/Small,Premium Gasoline
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,AS,Z,8.8,6.8,7.9,36,184,6,1.294,0.5,23.29,Compact/Small,Premium Gasoline
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,M,Z,8.5,6.3,7.5,38,175,6,1.349,0.5,23.33,Compact/Small,Premium Gasoline
MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,AS,Z,9.5,7.2,8.4,34,197,6,1.319,0.5,23.45,Mid-size,Premium Gasoline
MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,M,Z,9.6,7.0,8.4,34,197,6,1.371,0.5,23.45,Mid-size,Premium Gasoline
MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,AS,Z,10.2,7.8,9.1,31,213,8,1.308,0.5,23.41,Mid-size,Premium Gasoline
MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,M,Z,10.6,7.4,9.1,31,214,6,1.432,0.5,23.52,Mid-size,Premium Gasoline
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,AS,Z,8.8,6.8,7.9,36,184,6,1.294,0.5,23.29,Compact/Small,Premium Gasoline
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,M,Z,8.5,6.3,7.5,38,175,6,1.349,0.5,23.33,Compact/Small,Premium Gasoline
MINI,COOPER COUNTRYMAN,MID-SIZE,1.5,3,AS,Z,9.5,7.2,8.4,34,197,6,1.319,0.5,23.45,Mid-size,Premium Gasoline
MINI,COOPER COUNTRYMAN,MID-SIZE,1.5,3,M,Z,9.6,7.0,8.4,34,197,6,1.371,0.5,23.45,Mid-size,Premium Gasoline
MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,AS,Z,10.3,7.9,9.2,31,215,8,1.304,0.5,23.37,Mid-size,Premium Gasoline
MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,M,Z,10.6,7.4,9.1,31,214,6,1.432,0.5,23.52,Mid-size,Premium Gasoline
MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,AS,Z,9.3,7.2,8.3,34,196,6,1.292,0.5,23.61,Compact/Small,Premium Gasoline
MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,M,Z,10.2,7.3,8.9,32,210,6,1.397,0.5,23.6,Compact/Small,Premium Gasoline
MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,AS,Z,9.3,7.2,8.3,34,196,6,1.292,0.5,23.61,Compact/Small,Premium Gasoline
MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,M,Z,10.2,7.3,8.9,32,210,6,1.397,0.5,23.6,Compact/Small,Premium Gasoline
MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4,AS,Z,10.0,7.2,8.7,32,205,8,1.389,0.5,23.56,Mid-size,Premium Gasoline
MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4,M,Z,10.8,7.7,9.4,30,220,6,1.403,0.5,23.4,Mid-size,Premium Gasoline
MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2.0,4,AS,Z,10.2,7.4,9.0,31,210,8,1.378,0.5,23.33,Mid-size,Premium Gasoline
MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2.0,4,M,Z,11.4,7.8,9.7,29,227,6,1.462,0.5,23.4,Mid-size,Premium Gasoline
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,AS,Z,9.4,7.2,8.4,34,196,6,1.306,0.5,23.33,Compact/Small,Premium Gasoline
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,M,Z,10.2,7.3,8.9,32,210,6,1.397,0.5,23.6,Compact/Small,Premium Gasoline
MINI,COOPER S COUNTRYMAN  ALL4,MID-SIZE,2.0,4,AS,Z,10.5,7.4,9.1,31,213,8,1.419,0.5,23.41,Mid-size,Premium Gasoline
MINI,COOPER S COUNTRYMAN  ALL4,MID-SIZE,2.0,4,M,Z,11.3,7.7,9.7,29,227,6,1.468,0.5,23.4,Mid-size,Premium Gasoline
MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2.0,4,AS,Z,9.3,7.2,8.3,34,196,6,1.292,0.5,23.61,Compact/Small,Premium Gasoline
MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2.0,4,M,Z,10.2,7.3,8.9,32,210,6,1.397,0.5,23.6,Compact/Small,Premium Gasoline
MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2.0,4,AS,Z,10.2,7.4,9.0,31,210,8,1.378,0.5,23.33,Mid-size,Premium Gasoline
MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2.0,4,M,Z,11.4,7.8,9.7,29,227,6,1.462,0.5,23.4,Mid-size,Premium Gasoline
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2.0,4,AS,Z,9.4,7.2,8.4,34,196,6,1.306,0.5,23.33,Compact/Small,Premium Gasoline
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2.0,4,M,Z,10.8,7.7,9.4,30,220,6,1.403,0.5,23.4,Compact/Small,Premium Gasoline
MITSUBISHI,LANCER,COMPACT,2.0,4,AV,X,8.7,6.9,7.9,36,183,6,1.261,0.5,23.16,Compact/Small,Regular Gasoline
MITSUBISHI,LANCER,COMPACT,2.0,4,M,X,9.7,7.1,8.5,33,200,5,1.366,0.5,23.53,Compact/Small,Regular Gasoline
MITSUBISHI,LANCER,COMPACT,2.4,4,AV,X,9.9,7.7,8.9,32,206,6,1.286,0.6,23.15,Compact/Small,Regular Gasoline
MITSUBISHI,LANCER,COMPACT,2.4,4,M,X,10.5,7.8,9.3,30,218,5,1.346,0.6,23.44,Compact/Small,Regular Gasoline
MITSUBISHI,LANCER 4WD,COMPACT,2.4,4,AV,X,10.2,7.9,9.2,31,212,6,1.291,0.6,23.04,Compact/Small,Regular Gasoline
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV,X,9.3,7.2,8.4,34,194,6,1.292,0.5,23.1,Mid-size,Regular Gasoline
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M,X,9.9,7.3,8.7,32,205,5,1.356,0.5,23.56,Mid-size,Regular Gasoline
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.5,6.0,47,141,,1.164,0.4,23.5,Compact/Small,Regular Gasoline
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M,X,7.1,5.8,6.5,43,150,5,1.224,0.4,23.08,Compact/Small,Regular Gasoline
MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,AV,X,6.9,5.7,6.4,44,149,,1.211,0.4,23.28,Compact/Small,Regular Gasoline
MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,M,X,7.2,5.9,6.6,43,155,5,1.22,0.4,23.48,Compact/Small,Regular Gasoline
MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV,X,9.2,7.5,8.4,34,197,6,1.227,0.6,23.45,SUV,Regular Gasoline
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV,X,9.8,8.1,9.0,31,211,6,1.21,0.6,23.44,SUV,Regular Gasoline
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS,Z,11.9,8.5,10.4,27,242,6,1.4,0.5,23.27,SUV,Premium Gasoline
MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV,X,9.7,7.8,8.8,32,204,6,1.244,0.5,23.18,SUV,Regular Gasoline
MITSUBISHI,RVR,SUV - SMALL,2.0,4,M,X,10.3,8.2,9.3,30,216,5,1.256,0.5,23.23,SUV,Regular Gasoline
